true_label,object_index,pred_label,offset_theta,offset_phi,n_views
night_stand,0241,night_stand,30,-30,5
night_stand,0242,night_stand,-210,-60,7
night_stand,0243,desk,0,-90,6
night_stand,0244,dresser,30,-30,5
night_stand,0245,night_stand,30,60,8
night_stand,0246,night_stand,-210,210,6
night_stand,0247,dresser,-210,210,5
night_stand,0248,night_stand,30,-30,6
night_stand,0249,night_stand,-210,30,7
night_stand,0250,table,-210,210,8
night_stand,0251,night_stand,-210,30,7
night_stand,0252,night_stand,-240,150,5
night_stand,0253,night_stand,30,-30,7
night_stand,0254,night_stand,0,-90,7
night_stand,0255,night_stand,-210,210,5
night_stand,0256,night_stand,-210,210,5
night_stand,0257,night_stand,-210,210,5
night_stand,0258,night_stand,30,-30,5
night_stand,0259,night_stand,30,60,8
night_stand,0260,night_stand,30,-30,5
night_stand,0261,dresser,-210,210,7
night_stand,0262,night_stand,30,60,5
night_stand,0263,night_stand,-210,210,5
night_stand,0264,night_stand,30,150,8
night_stand,0265,night_stand,30,150,5
night_stand,0266,monitor,0,180,7
night_stand,0267,night_stand,30,-30,5
night_stand,0268,night_stand,-210,210,8
night_stand,0269,night_stand,30,60,8
night_stand,0270,night_stand,30,150,5
night_stand,0271,night_stand,-210,210,6
night_stand,0272,dresser,30,150,5
night_stand,0273,night_stand,30,240,7
night_stand,0274,dresser,30,240,5
night_stand,0275,night_stand,30,240,5
night_stand,0276,night_stand,-210,210,5
night_stand,0277,dresser,30,-30,5
night_stand,0278,table,0,0,8
night_stand,0279,night_stand,-210,210,7
night_stand,0280,night_stand,-240,-30,5
night_stand,0281,night_stand,-210,210,7
night_stand,0282,night_stand,30,150,8
night_stand,0283,table,0,-90,8
night_stand,0284,night_stand,30,-30,6
night_stand,0285,monitor,0,-90,7
night_stand,0286,dresser,30,150,5
sofa,0681,night_stand,-210,210,6
sofa,0682,chair,30,240,5
sofa,0683,chair,0,180,6
sofa,0684,sofa,-210,210,4
sofa,0685,sofa,30,-30,8
sofa,0686,sofa,0,0,8
sofa,0687,sofa,-180,180,8
sofa,0688,sofa,30,-30,8
sofa,0689,sofa,-60,60,8
sofa,0690,sofa,0,0,7
sofa,0691,sofa,30,-30,8
sofa,0692,sofa,-90,90,8
sofa,0693,sofa,30,-30,8
sofa,0694,sofa,-180,180,8
sofa,0695,sofa,-60,60,8
sofa,0696,sofa,30,-30,8
sofa,0697,sofa,30,-30,8
sofa,0698,sofa,-180,180,8
sofa,0699,sofa,30,-30,8
sofa,0700,sofa,30,150,7
sofa,0701,sofa,30,-30,8
sofa,0702,bed,30,-30,8
sofa,0703,sofa,30,-30,8
sofa,0704,sofa,-180,180,8
sofa,0705,sofa,30,-30,8
sofa,0706,sofa,30,150,7
sofa,0707,sofa,30,-30,8
sofa,0708,sofa,-60,60,6
sofa,0709,sofa,-120,120,7
sofa,0710,sofa,0,0,5
sofa,0711,sofa,30,-30,8
sofa,0712,sofa,0,0,7
sofa,0713,sofa,30,150,7
sofa,0714,sofa,30,-30,8
sofa,0715,sofa,30,-30,6
sofa,0716,sofa,30,-30,8
sofa,0717,sofa,0,0,7
sofa,0718,sofa,30,-30,8
sofa,0719,sofa,-60,60,6
sofa,0720,sofa,30,-30,8
sofa,0721,sofa,30,-30,8
sofa,0722,sofa,30,-30,8
sofa,0723,sofa,30,-30,8
sofa,0724,sofa,30,-30,8
sofa,0725,sofa,30,-30,8
sofa,0726,sofa,-180,180,8
sofa,0727,sofa,30,-30,8
sofa,0728,sofa,0,0,7
sofa,0729,sofa,30,-30,8
sofa,0730,sofa,-180,180,8
sofa,0731,sofa,0,0,7
sofa,0732,sofa,30,150,8
sofa,0733,sofa,-180,180,8
sofa,0734,sofa,-180,180,8
sofa,0735,sofa,30,150,7
sofa,0736,monitor,30,60,7
sofa,0737,sofa,30,-30,8
sofa,0738,sofa,30,-30,6
sofa,0739,sofa,30,-30,8
sofa,0740,sofa,0,0,8
sofa,0741,sofa,-180,180,8
sofa,0742,sofa,30,-30,8
sofa,0743,sofa,30,-30,7
sofa,0744,sofa,0,0,7
sofa,0745,sofa,-90,90,7
sofa,0746,sofa,0,0,8
sofa,0747,sofa,30,150,7
sofa,0748,sofa,30,-30,8
sofa,0749,sofa,-180,180,8
sofa,0750,sofa,30,-30,8
sofa,0751,sofa,-180,180,8
sofa,0752,sofa,30,-30,8
sofa,0753,sofa,30,150,6
sofa,0754,sofa,30,-30,8
sofa,0755,sofa,30,-30,8
sofa,0756,sofa,30,-30,8
sofa,0757,sofa,30,-30,6
sofa,0758,sofa,-180,180,8
sofa,0759,sofa,-180,180,8
sofa,0760,sofa,-180,180,8
sofa,0761,sofa,30,150,6
sofa,0762,sofa,0,0,8
sofa,0763,sofa,30,-30,8
sofa,0764,sofa,30,-30,8
sofa,0765,sofa,0,0,7
sofa,0766,sofa,30,-30,8
sofa,0767,sofa,30,-30,8
sofa,0768,sofa,-180,180,7
sofa,0769,sofa,30,-30,8
sofa,0770,sofa,-90,90,8
sofa,0771,sofa,-180,180,8
sofa,0772,sofa,30,90,8
sofa,0773,sofa,30,-30,8
sofa,0774,sofa,-240,-30,8
sofa,0775,sofa,30,-30,8
sofa,0776,sofa,-150,150,8
sofa,0777,sofa,30,-30,8
sofa,0778,sofa,30,-30,8
sofa,0779,sofa,-90,90,8
sofa,0780,sofa,-180,180,8
table,0393,table,30,150,8
table,0394,table,0,0,7
table,0395,table,30,150,7
table,0396,table,0,-90,8
table,0397,table,30,150,8
table,0398,desk,0,180,7
table,0399,table,0,0,8
table,0400,table,-90,90,8
table,0401,table,0,180,8
table,0402,table,30,150,8
table,0403,table,-180,180,8
table,0404,table,0,0,8
table,0405,desk,-180,0,8
table,0406,desk,30,300,8
table,0407,table,30,-30,8
table,0408,table,30,150,8
table,0409,desk,0,30,8
table,0410,table,-180,180,8
table,0411,table,0,-90,8
table,0412,desk,-90,90,8
table,0413,table,0,180,8
table,0414,table,30,150,8
table,0415,table,-180,0,8
table,0416,table,0,180,8
table,0417,table,0,0,8
table,0418,table,0,0,8
table,0419,desk,0,180,7
table,0420,table,30,-30,8
table,0421,table,0,180,8
table,0422,table,0,0,8
table,0423,table,-180,180,8
table,0424,table,30,150,8
table,0425,table,30,-30,8
table,0426,table,0,180,8
table,0427,table,0,-90,8
table,0428,table,30,-30,8
table,0429,table,-90,90,8
table,0430,table,0,-90,8
table,0431,table,0,0,8
table,0432,table,30,-30,8
table,0433,table,0,0,8
table,0434,table,0,180,8
table,0435,desk,-180,0,7
table,0436,table,30,150,8
table,0437,table,0,-90,8
table,0438,desk,-180,0,8
table,0439,table,0,0,8
table,0440,table,-180,180,8
table,0441,table,-180,180,8
table,0442,table,30,150,8
table,0443,desk,30,150,8
table,0444,table,-180,180,8
table,0445,desk,-180,180,8
table,0446,table,30,150,8
table,0447,table,0,180,8
table,0448,table,30,150,8
table,0449,table,0,180,6
table,0450,night_stand,30,-30,8
table,0451,table,30,-30,8
table,0452,table,30,150,8
table,0453,table,0,180,8
table,0454,table,30,150,8
table,0455,table,-180,180,8
table,0456,table,-180,180,8
table,0457,table,0,0,8
table,0458,table,-90,90,8
table,0459,table,30,-30,8
table,0460,table,0,-90,8
table,0461,table,30,150,8
table,0462,table,0,-90,7
table,0463,table,0,0,8
table,0464,table,30,150,8
table,0465,table,0,0,8
table,0466,table,-180,0,8
table,0467,table,0,0,8
table,0468,table,30,150,8
table,0469,table,-180,180,8
table,0470,table,0,0,8
table,0471,table,30,-30,8
table,0472,table,30,150,8
table,0473,table,30,150,8
table,0474,desk,-180,0,7
table,0475,table,-90,90,8
table,0476,table,30,150,8
table,0477,table,0,0,8
table,0478,table,-180,0,8
table,0479,desk,0,-90,8
table,0480,table,30,150,8
table,0481,table,0,0,8
table,0482,table,0,0,8
table,0483,table,30,-30,8
table,0484,desk,30,-30,7
table,0485,table,30,150,8
table,0486,table,0,180,8
table,0487,table,0,0,7
table,0488,bed,-180,0,8
table,0489,table,30,-30,8
table,0490,table,0,-90,8
table,0491,table,0,0,8
table,0492,table,30,-30,8
toilet,0345,toilet,30,-30,8
toilet,0346,toilet,30,-30,10
toilet,0347,toilet,-240,240,7
toilet,0348,toilet,30,-30,7
toilet,0349,toilet,30,-30,10
toilet,0350,toilet,30,-30,5
toilet,0351,toilet,30,-30,7
toilet,0352,toilet,30,-30,6
toilet,0353,toilet,30,0,9
toilet,0354,toilet,30,-30,8
toilet,0355,toilet,0,0,6
toilet,0356,toilet,-180,180,8
toilet,0357,toilet,0,0,8
toilet,0358,toilet,0,0,5
toilet,0359,toilet,30,-30,5
toilet,0360,toilet,0,0,8
toilet,0361,toilet,30,-30,10
toilet,0362,toilet,-90,90,7
toilet,0363,toilet,30,-30,8
toilet,0364,toilet,0,0,7
toilet,0365,toilet,30,-30,7
toilet,0366,toilet,30,-30,8
